Column1,제품,age,skintype,review
510,스팟 리무버,37,건성,스팟제품 중 가장 효과있었어요 대신 압출하고 바로 바르면 엄청 따가워요 
511,스팟 리무버,34,복합성,호르몬 변화가 생길 때마다 더운 여름 얼굴이 유전이 되면 항상 고민이었고 갈수록 흔적 사라지는 속도도 더뎠었는데 소문듣고 면세에서 세묶음 구입해서 이번 여름에 엄청나게 발라주었네요 이미 손을 댄 녀석에 바를땐 마음의 준비가 필요한데 다른 녀석들은 금방 가라앉고 소독되는 느낌이에요 인생템 등극하려합니다 
512,스팟 리무버,26,복합성,충동적으로 구매했는데 만족스럽다 티트리오일은 냄새도 강력하고 따가웠는데 이건 시원한 정도로 가볍게 바를 수 있음 또 의외로 효과가 있다
513,스팟 리무버,35,복합성,효과가 있다가 없다가 하는 스팟리무버 화농성 여드름에만 괜찮은건가 
514,스팟 리무버,30,민감성,인간적으로 너무 아픔 민감한 부위 더 빨개짐 티트리 오일로 다시 돌아갈 것임 이건 시원한 느낌도 아니고 걍 알콜로 화하게 소독하고 지지는 느낌 
515,스팟 리무버,52,복합성,트러블 막 생기려고할때 바르면 심해지지않음 여드름 짜고 피나 진물이 안 멈추는데 화장을 해야할때 요거 얇게 바르면 막같은게 금방 말라서 그위에 호장하면 티 안남
516,스팟 리무버,33,민감성,이것도 괜찮던뎅 여드름 짜고나서 바르면 따꼼한게 먼가 소독되는것같은 기분 과 함께 신기하게 붉은기가 금방 가라앉음 근데 안짜고 그냥 얘만 바르면 막 엄청 가라앉는게 보이진 않고 음 올라올랑말랑한 애한테 바르면 가라앉는 느낌 근데 세통 쓰니까 내성이 생겼는지 잘모르겠어서 지금은 안쓰고있음
517,스팟 리무버,26,복합성,더럽게 비싸고 효과는 없음
518,스팟 리무버,31,복합성,제값주고 샀지만 돈이 안아까워요 속여드름에도 효과있대서 써봤는데 진짜 하루만에 아픈건 없어지고 지속적으로 쓰니 크기도 작아졌어요 신기방기
519,스팟 리무버,37,복합성,면세점에서 싸게 샀는데 은근 오래 쓴다 1년 넘게 씀 효과가 탁월한지는 모르겠고 안바르는거보단 낫겠지 하면서 바름 이미 터트린 부위에 바르면 따갑 
520,스팟 리무버,32,복합성,효과가 있는지는 모르겠으나 뭐라도 발라야할 것 같아서 누르면 한꺼번에 너무 많이 튀어나와서 당황스러울때가 많음 그럼에도 불구하고 엄청 오래 쓴다
521,스팟 리무버,29,복합성,돈아까움 효과 없었음 잘때만발라야지 화장전에바름 밀림
522,스팟 리무버,27,복합성,동생이 잘쓰길래 나도 올라오면 발랐음 뭐 더 올라오고나 하지는 않았지만 효과가 없었으므로 별로 
523,스팟 리무버,28,복합성,이거 진짜 좋은데 너무 비쌈 면세점 가면 세개 묶어 파는데 그거 아니면 시중에서 사기에는 넘 비싸 
524,스팟 리무버,33,복합성,한때 수분이 많이 부족해서 좁쌀여드름 왕여드름들이 엄청나게 났었거든요 그래서 여드름 없애는 스팟리무버를 찾다가 오리진스꺼가 효과가 있다고 해서 구입을 했는데 이거 왠걸 저한테는 효과가 전 혀 없네요 나중에 수분에센스랑 크림 쓰면서 여드름 가라앉았어요 이건 이제 안씀 
525,스팟 리무버,37,건성,면세에선 이거 사는거라면서요 여드름 날때 밤에는 패치 붙이고 낮에는 기초 끝내고 파데 바르기 전에 얇게 발라서 말려서 막을 만들어줌 그 위에 화장하면 크게 티나지 않고 트러블을 진정시킬수 있어서 굿 짠 뒤에 바르지 말라던데 난 짜고 남은 기름 말리는데 좋은 거 같음 
526,스팟 리무버,30,지성,좁쌀에는 효과없음 화농성은 바를때 아프지만 다음날 여드름이 사라져 있는 신세계를 경험함 리뉴얼 전 제품이 더 좋은 듯 화농성 여드름 자꾸 나시는 분은 꼭 사세요 양이 작지만 워낙 극소부위에 바르는거라서 굉장히 오래써요 바른 후에 시간이 지나면 각질 처럼 일어나니 그 부위는 조심할 것 
527,스팟 리무버,29,복합성,짜고 난데 바르면 뭔가 아픈데 소독되는것 같은 쾌감이있음 2통짼데 다써서 또사러 갈 예정임
528,스팟 리무버,32,중성,개따가움 바르고 나서 춤춰야됨 근데 은근 중독성있어서 면세찬스로 항상 구입함
529,스팟 리무버,27,복합성,이거 좋다해서 면세점에서 두개 세트로 샀는데 그냥 그냥 효과 그저 그럼 바르면 너무 화하고 끈적여서 별루더라구요 
530,스팟 리무버,26,민감성,진짜 뾰루지난데 얘 바르면 다음날 거의 가라 앉음 인생템 쬐끄만게 더럽게 비싸네 했지만 비싼값 하는 템
531,스팟 리무버,27,건성,여드름 때문에 스트레스 받다가 요게 효과좋다길래 면세찬스로 저렴하게 구입 맨처음 사용했을때 질감 느낌은 콧물제형임 면봉에 묻혀 바르면 투명하게 굳어지는데 여드름 난 곳에 바르면 쓰라림 많이 그래서 자주 사용안하게 됨 효과는 쏘쏘 그렇게 드라마틱한 느낌은 안들음 바르면 아픈데 왜 효과는 애매하죠 
532,스팟 리무버,31,복합성,이거 화농성에 효과 짱이에요 단점은 너무강력해서 많이바르고 계속바르면 그자리가 너덜너덜해져욬 근데 그만큼 바로 짰거나 큰 화농성 여드름에 효과는 굳굳
533,스팟 리무버,34,복합성,이거 좋아요 면세에서 우연히 알게 된 제품인데 저는 트러블 심한편아닌제 그날 다가오면 올라오는 큼직큼직한 트러블 때문에 스트레스 많이 받는데 이거 바르면 진짜 잘 가라 앉아요 그래서 세통째 쓰는 중 작은 용기라 뭐야 라고 생각하실 수도 있지만 은근 오래씁니다 
534,스팟 리무버,35,민감성,주기적으로 트러블이 올라오는 나에겐 떨어지면 불안한 제품 양은 적지만 바르고 자면 어느정도는 진정효과가 있는듯 단 화장하고나서 바르면 다일어나서 비추
535,스팟 리무버,31,건성,재구매잘안하는데 면세점가면 쟁겨옴니다 이거만한게없어요 큰 뾰루지는 효과 그닥인데 짜고나서 바로 바르거나 올라올라는 뾰루지 좁쌀같은거 다 잡아줍니다 감동 
536,진징 에너지 모이스춰라이저,41,민감성,상큼하고 가벼운 제형입니다 향은 정말 기분까지 좋아지게 만듭니다 이름도 오일프리 에너지 부스팅 젤 모이스쳐라이저예요 기대감에 여름에 피부에 생기를 주려고 골랐는데 제 피부하고는 맞지 않네요 위에 선크림을 발랐더니 밀리길래 설마 하고 하나만 발랐지만 그래도 밀립니다 너무 아쉽네요 
537,진징 에너지 모이스춰라이저,33,복합성,두통째쓰고있는 꿀템 발림성도 좋고 사용감도 좋지만 무엇보다 오리진스 특유의 향이 담겨있어서 바를 때마다 힐링되는 기분이라 자주사용해요 
538,진징 에너지 모이스춰라이저,24,민감성,피부에 잘 흡수되고 끈적함이 묻어나지 않아서 잘 사용하고 있는 제품이에요 다만 추운 겨울이 된 지금에는 이 크림 하나로는 조금 건조해서 아쉽지만 쿨링감이 있어서 여름에 가볍게 쓰기 좋은 것 같아요 
539,진징 에너지 모이스춰라이저,24,민감성,일단 오렌지 향이 나는데 향이 엄청 좋아요 오리진스 브랜드 자체가 향이 다 좋은거같아요 민감성 피부인데 트러블이 나지 않고 사계절내내 수분크림으로 잘 쓰고있어요 촉촉하게 수분도 잘 채워주는데 화장전에 바르면 살짝 밀리는거같아서 화장하는 날에는 다른제품을 사용하고있어요
540,진징 에너지 모이스춰라이저,27,복합성,여름에 사용하기에는 너무 좋지만 겨울에는 건조해서 쓸수가 없어요 그래도 여름에는 쿨링감도 느껴지고 시트러스 향이 상큼하니 산뜻하고 좋아요 지성피부에는 추천하지만 건성 피부인 분들에게는 별로 추천하고 싶지 않은 제품이에요 지성피부인분들은 깔끔하게 사용하기 좋아요 특히 메이크업 전에 사용하면 밀림도 없고 가벼워서 화장이 착 붙어서 데이크림으로 딱이에요 
541,진징 에너지 모이스춰라이저,39,건성,뚜껑 열었을때 플로르 수분크림이랑 비슷한 느낌이라 아차싶었는데 생각보다 좋아서 만족하고 있어요 보기에는 물같아서 다른거 하나 더 발라야하나했는데 실제로 바르면 약간 매트해서 제대로 바른 느낌나서 좋았어요 향은 신기하게 오렌지향이 나서 상큼한 기분이 들게 만들어줘요 양이 적다는 함정 빼고는 다 만족스럽네요 
542,진징 에너지 모이스춰라이저,26,복합성,그냥저냥 수분크림이에요 향이 그렇게 좋진 않지만 그래도 잘 썼습니당 특별히 장점이 없는게 단점이고 특별히 단점이 없는게 장점입니당 
543,진징 에너지 모이스춰라이저,24,복합성,이거 바르면 너무 밀려요 향은 좋은데 딱히 다른건 좋은지 모르겠어요
544,진징 에너지 모이스춰라이저,25,지성,전 그냥 그랬어요 그냥 그저 그랬음 딱히 뭐 그냥 수분크림입니당 _ 이정도 보습이나 효과면 그냥 저렴이 쓰세요
545,진징 에너지 모이스춰라이저,27,복합성,좋다고해서 사서 써보는중인데 여름에 쓰기에도 무겁지 않고 향도 괜찮고 좋네요
546,진징 에너지 모이스춰라이저,27,건성,처음에 손에 테스트할때는 좋았는데 얼굴에 바르니까 화 한 느낌이 들어용
547,진징 에너지 모이스춰라이저,30,건성,이제품 피부 진정용으로 너무 좋은거같아요 화장품 정착하기보다는 한 두통 비우면 갈아타는거 좋아하는데 민감성 피부다보니 자주 피부트러블 나는데 이제품하고 더샘 더마플랜트리트먼트 같이 써줬더니 트러블 몇일만에 들어가고 피부 완전 깨끗해졌어요 두제품 따로썼을때는 그닥 효과없었는데 어쩌다 같이 썼는데 일주일내로 화장품트러블 홍조 잡히더라고요 물론 저는 건성이라 금방 건조해져서 이제품에 페이스오일 섞어서 썼어요 
548,진징 에너지 모이스춰라이저,28,지성,아침 화장 전에 바르면 피부에 수분이 충전되어서 좋은 제품이에요 지속적으로 사용하면 피부결이랑 톤 개선도 느껴집니다 자몽향이 좀 강하게 나는 편이라 예민하신 분한테는 비추합니다 
549,진징 에너지 모이스춰라이저,31,건성,젤 타입 수분크림의 정석 느낌이에요 향이 오렌지향이 나서 넘 좋고 발림성이 부드러워요 흡수도 잘되고 끈적임없이 마무리되어서 좋아요 아침에 사용하는데 메이크업 단계에서 밀림도 없고 촉촉한 사용감이 마음에 들어요 
550,진징 에너지 모이스춰라이저,27,복합성,산뜻하고 흡수력도 좋아서 바르고 조금 지나면 쏙 스며드는 느낌 아침 저녁 언제 사용해도 좋고 화장도 밀리지 않는다 발림성도 나쁘지 않고 그런데 겨울에도 알맞은 보습력인지는 잘 모르겠음 흡수후에도 꾸준히 수분으로 채워진다는 느낌이 없다 시간 지나면 그냥 안 바른 거랑 비슷한 거 같기도 굳이 이 가격에 써야 할 템인지는 솔직히 잘 모르겠음 
551,진징 에너지 모이스춰라이저,34,민감성,무겁지 않아 아침 저녁 모두 가볍게 바르기 좋아요 제형은 수분크림과 젤 사이의 느낌으로 너무 묽지도 않고 적당하며 발림성도 좋고 끈적임 없이 피부에 금방 흡수되는 편이예요 수분감이 많아 수부지지성 중성 건성 모든 타입에게 바르기 좋을것 같구요 촉촉하게 진정되는 느낌으로 좋아요
552,진징 에너지 모이스춰라이저,41,복합성,내돈으로 구매하고 한통 다쓴 후기 뿜뿜 구매한 이유 아주 우연히 진징라인 토너를 사용해보고 오리진스 진징라인에 빠져서 크림도 구매해보았어요 겨울용으로 쓰려구요 추천 무거운 크림은 아니에요 가볍고 아주 무난하게 바를 수있고 미끌하게 뜨지않고 촉촉한 크림이라 30대에게 아주 무난 추천 아이템이에요 데일리용 20후반 30대초반은 저녁용 30대 중후반은 아침용 정도 비추 고보습크림은 아니에요 참고하세요 재구매여부 완전 있어요 오리진스가 은근 괜찮은거 같아요
553,진징 에너지 모이스춰라이저,33,복합성,가볍고 촉촉하고 발림성 너무 좋구요 자몽향 너무 산뜻합니다 
554,진징 에너지 모이스춰라이저,29,건성,오리진스 기초라인 좋아하는데 이 제품은 좋은지도 그렇다고 나쁜지도 모르겠는 아주 그냥 무난한 제품이에요 재구매 의사는 없습니다 
555,진징 에너지 모이스춰라이저,29,복합성,피부 컨디션 좋은 상태에 사용했는데 따끔따끔 아프고 수분감도 잘 모르겠어요 그런데 제 친구는 속건조도 없고 향도 좋다고 하네요 그래도 재구매는 안 할듯해요
556,진징 에너지 모이스춰라이저,29,건성,아침에는 유분많은 크림쓰면 자꾸 밀려서 가벼운거 찾게되는데 저는 겨울에도 이 제품 잘 사용했어요 물론 이 제품만 쓰면 건조하다고 느껴지긴하는데 스킨이랑 에센스만 조금 더 탄탄하고 촉촉하게만 해줘도 건조함없이 사용할 수있는 친구에요 다만 금방 써버려서 2개월정도 쓰네요 산뜻한 마무리감을 좋아하시면 이 제품 추천합니다 다만 수분감이나 촉촉한 감을 느끼시는 분들에게는 불호일듯한 저는 건성이어도 다른 제품들과 보완해서 잘 사용해서 재구매예정입니다 
557,진징 에너지 모이스춰라이저,25,복합성,발림성은 가볍고 좋으나 후에 속당김이 조금 있음 향은 상큼한 향으로 산뜻함 
558,진징 에너지 모이스춰라이저,34,복합성,향 좋고 발림성 좋고 단지 속당김을 개선해주진 못함
559,진징 에너지 모이스춰라이저,27,복합성,촉촉하니 가볍고 좋아요 젤타입인데도 너무 건조하지는 않고 여름이나 봄가을에 사용하기 좋은것같아요 슬슬 건조해지기 시작하는데 밤보다는 낮에 메이크업 전 가볍게 바르기 좋네요 그리고 은은하게 오렌지량도 나는데 쓸때마다 기분좋은것 b
560,진징 에너지 모이스춰라이저,26,민감성,건성에게는 이것보다 나이트 어쩌고 크림이 더 좋은 것 같아요 그치만 얘도 평타 이상은 합니다
561,진징 에너지 모이스춰라이저,27,민감성,우선 향이 너무 좋아요 수분부족형 지성인데 아침 저녁에 바르기 좋은 크림이에요 산뜻하면서 수분감도 꽤 충분한 
562,진징 에너지 모이스춰라이저,31,민감성,완전 쌍큼상큼한 향 수분감 충만한 크림이라 여름에는 쓰기 괜찮음
563,진징 에너지 모이스춰라이저,31,복합성,전 유분비율이 높은 복합성인데 산뜻하게 발리는 수분크림이에요 약간 쓰고나서 피부가 밝아지는 느낌도 살짝 드는듯 합니다 
564,진징 에너지 모이스춰라이저,28,건성,늦여름에 추천을 받아 사용하기 시작했는데 건성이 겨울에 쓰기엔 정말 별로에요 
565,진징 에너지 모이스춰라이저,28,복합성,향 상큼 톡톡톡 환절기부터 초겨울에 쓰기 너무나 좋네요 산뜻 촉촉촉 해요
566,진징 에너지 모이스춰라이저,30,복합성,솔직히 향에 반해 구입했는데 향 이상의 가치는 없었습니다 아마 제가 건성인 편이라 그런 것 같아요 수분감으로 치면 웬만한 수분크림 저리가라 같긴한데 쫀쫀하거나 그런 느낌은 바르고 나면 없어요 하지만 시트러스한 그 상큼한 향은 최고 향 때문에 재구입 의사 생길만큼 
567,진징 에너지 모이스춰라이저,24,복합성,처음에 손에 덜었을 때 조금 끈적한 기분이라 걱정했는데 얼굴에 펴바르면 그냥 수분충만한 찰떡같은 기분이에요 요즘 스킨 에센스 엄청 가벼운 제형 묽은 로션 이렇게 바른 후에 마무리는 늘 이 제품으로 하는데요 진짜 촉촉하고 좋습니다 밤에 듬뿍 바르고 자면 그 다음날 피부도 꿀피부 되고요 다른 분들 의견을 좀 봤는데 밀린다는 분도 있는데요 제가 느끼기에는 정말 피부에 쫀득하게 착 붙어서 밀리는 느낌은 없네요 발림성이 정말 좋아요 트러블도 잘 가라앉혀주는 기분이고요 오렌지향도 처음에는 인위적이고 환타 오렌지맛에서 날 법한 향이라 좀 별로라고 생각했는데 쓰다보니 제품이 좋으니까 향도 좋게 느껴져요 재구매 의사 100프로입니다 
568,진징 에너지 모이스춰라이저,27,복합성,올리브영에서 샘플 행사하길래 바로 달려가서 받았는데 이건 진짜 바르고 다음날 일어나자마자 인생템이라고 생각한 제품 바른지 2주일이 되어가는 지금까지 그 생각 변치 않는다 인생템에 재구매 100퍼인 브랜드는 아 느 밖에 없었는데 이 제품도 추가 여름 되고 진짜 알 수 없는 이유로 볼에 여드름이 올라와서 너무 너무 스트레스였는데 가라앉히려고 스킨팩해도 약간만 진정된 상태이지 근 한달동안 전혀 가라앉거나 나아지지 않았는데 이거 바르고 아침에 일어난 순간 진짜 거짓말 안하고 다 가라앉아있었 붉은기는 조금 남아 있었지만 한달 동안 거지같은 피부에서 탈출했다는거 자체가 기적임니다 진짜 하루만에 드라마틱하게 달라졌다고 느낀 제품 손에 꼽는데 이 제품도 탑10안에 진입 난 원래 데이 케어랑 나이트 케어를 따로해서 이거 바르고 화장은 안해봤는데 밀릴거 같기두 하네욤 원인 모르게 뒤집힌 피부에 나이트 케어 제품으로는 적극 추천합니다 
569,진징 에너지 모이스춰라이저,28,건성,건성피부에는 별로인것 같아요 원래는 오리진스 퍼펙트 월드쓰다가 여름이라 좀더 가벼운 제품쓰려다 이걸 샀는데 수분이 바로 없어지는 느낌이 향은 되게 좋아요 약간 오렌지향 비타민향 
570,진징 에너지 모이스춰라이저,42,복합성,이건 제 취향인데요 향이 좋고 가볍게 발리는젤타입이라 저는 이거 엄청좋아해요 가을부터는 조금 모자랄수있어요 
571,진징 에너지 모이스춰라이저,20,복합성,이거향 너무좋고 발리는 느낌 개조흠 여름에바르기좋은크림
572,진징 에너지 모이스춰라이저,32,중성,트러블많이올라와서 괜히쓰던크림쓰기싫어서 사본제품 눈에띄게트러블이다들어갔어요는아니고 덜나는것도아니지만 이상하게빨리아무는느낌 외국살아서뭐써야되나싶었는데 믿을수있을거같아 
573,진징 에너지 모이스춰라이저,41,복합성,여름 수분크림으로 쓰기 좋아요 양조절 잘하면 밀리지 않고 베이스로 좋아요 그러나 수분크림 특성상 바쁜 아침엔 밀릴수 있으니 패스 재구매 의사는 딱히 없을것 같아요 세트구성이면 ok
574,진징 에너지 모이스춰라이저,33,복합성,일단 오리진스 향 너무나 좋음 이 수분크림은 그냥 음 나쁘지않으나 좋지도 않고 유분감 전혀없는 수분크림임
575,진징 에너지 모이스춰라이저,47,복합성,넘넘 상큼한 향에 얼굴에 싹 스며드는 발림성까지 넘넘 좋은 수분크림 엄청나게 촉촉하게 해준다거나 하는 효과는 없지만 향때문에 계속 쓰고 싶어지는 크림 
576,진징 에너지 모이스춰라이저,31,복합성,냄새가 상큼하고 제형도 가벼운게 여름에 쓰기 적합한 제품 
577,진징 에너지 모이스춰라이저,29,복합성,가볍고 향이좋아요 낮에 집에만 있거나 잠깐 바를것이 필요할때 발라줘요 
578,진징 에너지 모이스춰라이저,28,복합성,오리진스중에 저렴 장점 향좋아요 자몽향으로 아침에 잠깨우고 에너지를준다는데 진짜그런효과가있어요 유분거의없는젤타입이라 산뜻하게 수분만 촉촉해요 단점 유분이거의없어서 보습지속력 떨어져요 지성분 여름에 쓰기좋을듯 특히 기름 자주 올라오시는 수부지 
579,진징 에너지 모이스춰라이저,30,복합성,상쾌한 냄새나서 아침에 바르면 좋아요 가벼우면서 촉촉한 제형이어서 부담없이 바를 수 있음 여름에 추천
580,진징 에너지 모이스춰라이저,32,복합성,오리진스 크림 중에 가장 수분감 있어요 향도 상큼하니 좋구요 얼굴톤 균일해지고 브라이트닝되는 효과 있어요
581,진징 에너지 모이스춰라이저,29,지성,가볍고 흡수가 빠르면서 수분감이 많은 아이 키엘하얀통크림이 너무 자극적이고따가워서 요아이로 바꿧는데 순하고 따갑지 않았음 무난하게 좋은거같음 가끔 건조할때는 단독으로 쓰기 부족함 트러블 잘나는 피부인데도 트러블 유발하지않음 두통째쓰고있지만 무언가가 부족한거같고 피부개선에는 어느정도 한계가 있는거같아서 갈아타고싶음 극지성에게 추천
582,진징 에너지 모이스춰라이저,35,중성,가벼움 질감은 에뛰드 수분크림이랑 비슷합니다 특별히 더 좋은 점은 모르겠고 차이가 있다면 찬바람 많이 맞은 날 바르면 따갑다는거 그만큼 유효한 성분이 있는걸까요 아무튼 에뛰드 콜라겐 수분크림이랑 큰 차이를 못 느껴서 재구매는 안한 제품
583,진징 에너지 모이스춰라이저,34,복합성,제가 정말 오리진스를 좋아하는데 대부분 크림이 영양이 가득해서 트러블 올라오거나 더운날에 쓸 가벼운 오리진스 크림도 써보고 싶었거든요 이게 그런면에서 괜찮아요 가벼우면서 촉촉하게 수분 채워주는 부담없는 크림타입이에요 
584,진징 에너지 모이스춰라이저,32,복합성,아침용 크림으로 쓰기 좋음 한여름에 특히 쓰기 좋음 이걸 겨울에 쓰고 별로였엉 뿌잉 한다면 그게 바보임 이거 딱 여름용이고 메이크업 전에 바르기 딱 좋은 제형임 잘 두드려서 흡수시키면 수분감도 많이 느껴지고 좋음 
585,진징 에너지 모이스춰라이저,27,복합성,건조해요 지성인데도 건조합니다 
586,진징 에너지 모이스춰라이저,28,복합성,가볍게 바르기 좋은 제품인것같아요 아침에 바를때 상큼한 향이 기분 좋고 무엇보다 피부에 촥 감기는 느낌이라 뭔가 화장하기 좋은 피부로 만들어 주는 것 같아요 예민한 피부에 자극도 없고 겨울엔 어떨지 아직 모르겠지만 아직까진 이거 하나만 발라도 당긴다는 느낌 없어용
587,진징 에너지 모이스춰라이저,34,복합성,오리진스 빠인데 이건 별로였어요 포인트 모아서 연말에 받은 애라서 그냥 저냥 목에 푹푹 쓰고 얼굴에 치덕치덕 발랐던 애지 내 돈 내고 샀음 아 최악에 점수 줬을거에요
588,진징 에너지 모이스춰라이저,31,민감성,아직까지는 잘 모르겠어요 잘못된 클렌징으로 피부장볃이 다 뒤집어졌을때 썼는데 무척이나 따가워서 최근에 다시 조심스레 써보는 제품인데 과다유뷴조절해주는것 같애서 좋아용 
589,진징 에너지 모이스춰라이저,26,건성,느낌이 되게 신기했어요 바르면 얼굴이 갑자기 사우나 간 것처럼 후끈해지는 물광피부 되요 촉촉 
590,진징 에너지 모이스춰라이저,36,건성,올케가 면세점에서 일할 때 매장가서 영업해준제품 목까지 펴바른 제품 나한텐 인생템이 아니였지만 내 지인 한 명은 이거 얼굴에 쫙 붙는다고 좋아함
591,진징 에너지 모이스춰라이저,31,복합성,촉촉한데 밀리거나 뜨지도 않고 흡수력이 좋은 제품 써본 수분크림 중 향이 가장 좋음 상큼한 향 
592,진징 에너지 모이스춰라이저,30,건성,좋아요 향에 좀 민감한데 살짝 상큼하고 개인적으로 은은하면서 좋아하는 향이구 겨울엔 진짜살짝 건조한데 제 피부타입이 워낙 건성이라서 그렇구 발림성도 그렇고 흡수력도 그렇고 두루두루 다 괜찮은 제품이에요
593,닥터 와일™ 메가 버섯 트리트먼트 로션,27,복합성,일단 냄새가 좋아요 로션이라기엔 전 토너처럼 쓰고 있습니다 솔직히 가격 대비 특별하게 좋은건 잘 모르겠는데 전 냄새 맡고 구매했어요 독특하면서도 부담스럽지 않은 향이라서요 
594,닥터 와일™ 메가 버섯 트리트먼트 로션,26,민감성,냄새는 아주별로긴한데 진정효과는좋아요
595,닥터 와일™ 메가 버섯 트리트먼트 로션,22,건성,엄마 생신선물로 구입하고 좋다고 하셔서 저도 구입해서 사용해봤는데 절대 로션은 아니고 물같은 제형입니다 근데 진짜 촉촉하고 좋아요 이거 사용하면 피부가 보들보들해져요 좋습니다
596,닥터 와일™ 메가 버섯 트리트먼트 로션,28,복합성,이거 쓸 때 피부가 좋아져서 만족했어요 가격은 좀 있지만 사용감 제형 다 만족스럽고 추천하고 싶어요
597,닥터 와일™ 메가 버섯 트리트먼트 로션,35,복합성,점도 있는 에센스 아니고 완전 스킨 같은 제형이에요 트러블 피부에 추천 받고 사용했습니다 사용법 제형이 묽다보니 저는 스프레이 공병에 옮겨서 미스트 처럼 사용했어요 화장솜으로 닦는 것 보다는 뿌리고 두드리면서 스며들게 하는게 더 효과적인 것 같더라구요 수분 앰플 크림과 같이 사용했습니다 패키지 패키지가 가벼워서 금액이 조금 더 저렴할 수 있을것 같은데 제형이 묽은 만큼 펌프형이나 스포이드 형이면 더 좋을 것 같아요 손으로 덜면서 사용하면 버리는 양이 다 많았어요 꾸준히 사용후 버라이어티 한 변화가 있었다기 보다는 나빠지지 않았다는게 장점이에요 워낙 예민하게 트러블이 잘 올라오는 편이거든요 겨울엔 좀 건조한 느낌이라서 여름에 재구매 할 예정입니다 순한 제품 찾으시는 분들께 추천해요 
598,닥터 와일™ 메가 버섯 트리트먼트 로션,25,복합성, 피부 타입 복합성 티존과 이마만 살짝 지성 모공 여드름흉터 일주일 동안 꾸준히 사용해봤습니다 장점 1 물제형 스킨 퍼스트 에센스 개념 이여서 끈적임 없이 사용하기 좋았어요 2 호불호 갈리는 향이였지만 저는 호 입니다 3 깔끔한 용기 4 사용하고 3 4일 지나도 얼굴에 뭐 난것도 없고 오히려 생리 할 때여서 여드름 한번 올라와줘야하는데 그런거 없었습니다 단점 1 건성이라면 너무 가벼운 제형 복합성인 저에겐 좋았어요 2 호불호 갈리는 향
599,닥터 와일™ 메가 버섯 트리트먼트 로션,26,지성,순하고 촉촉한데 저한테는 향이 너무 불호였어요 끝향 이 좀 안맞아서 재구매의사는 없는데 토너 자체는 묽고 끈적이지 않아 괜찮았습니다 
600,닥터 와일™ 메가 버섯 트리트먼트 로션,25,복합성,물타입인데 너무 가볍지 않고 촉촉해서 닦토로도 좋고 흡수용으로도 좋았어요 너무 가볍지도 너무 무겁지도 않아 딱 적당했어요 트러블때문에 피부가 난리났는데 좀 진정된 느낌이 들어요 트러블이 더 난다거나 하지도 않았어요 시간있으면 스킨팩으로 해줘도 좋아요
601,닥터 와일™ 메가 버섯 트리트먼트 로션,26,민감성,생각보다 오래 쓸 수 있는것 같아요 다른것들에 비해서 제 피부에 잘 맞고 다 쓰면 또 사서 쓸 생각이에요
602,닥터 와일™ 메가 버섯 트리트먼트 로션,23,민감성,여드름에 효과가있을까해서 구매해사용해봤어요 딱 닦토용같은 물같은 제형의 스킨이에요 바르면 솨 하면서 피부열감을 낮춰줘요 흉터같은것들도 빨리 사라지는게 보이더라고요 진정효과는 확실히 있는것같아요 막 촉촉하진 않다고 생각했는데 속건조를 확실히 잡아주더라고요 진정도 잘 되고요 대신 용기가 넘 별로에요 뚝뚝 흐르고 양조절도 잘 안되서 흘러넘치고 제품 자체는 진짜 굿굿
603,닥터 와일™ 메가 버섯 트리트먼트 로션,38,건성,제품용기 오리진스 특유의 초록용기네요 근데 용기가 정말 허접해요 솜에 묻혀야되는데 기울이면 벌컥벌컥 나와서 용량조절이 힘들어요 제형 로션이라지만 스킨처럼 사용하는 제품이고 완전 물처럼 줄줄흘러요 향 식물즙 낸거같은 냄새가 나는데 향이 강해서 바르고 나서도 꽤 지속되요 개인적으론 거부감드는 향은 아니예요 피부트러블 처음 사용 할 때 트러블이 생기는데 이건 사용할 때 트러블 없었어요 사용감 솜에 묻혀 피부결에 따라 닦으면 피지 각질정리 꽤 괜찮아요 가격 면세점에서 400ml로 샀어요 정가주고 사기엔 비싸서 갠적으론 정가주고 사진 않을거예요 
604,닥터 와일™ 메가 버섯 트리트먼트 로션,28,건성, JR 49 000 JR 41 000 JR 4 72 4 
605,닥터 와일™ 메가 버섯 트리트먼트 로션,28,민감성,넘넘짱짱굳굳 두번세번 아니 네번 추천합니다 복합성에 예전에 심하던 여드름 흉터들 약간의 홍조가 심했어요 지금 3통째 쓰고있는데 효과는 2통 됬을때 확실히 보여요 홍조 색소침착 엄청많이 가라앉아서 너무 행복해요 약간 피부가예민해서 자주 여드름도올라오고 하는데 이거쓰고나서는 진짜 줄었어요 짱짱
606,닥터 와일™ 메가 버섯 트리트먼트 로션,32,복합성,피부가 보들보들해지고 마일드함
607,닥터 와일™ 메가 버섯 트리트먼트 로션,25,건성,스킨팩하려고 삿는데 스킨팩으러 하기에는 조금 무거운감이있고 그냥 스킨으로 써야겠어요 향도 맘에들거 순한거같아서 좋아요 확실히 트리트먼트로션이라 수분을 꽉잡아주는 느낌이라 맘에드네요
